Deal,symbol,size,price
AssetPrice,symbol,price
AssetPrice,AMZN,16.7764
AssetPrice,AMZN,15.6682
AssetPrice,MSFT,17.6553
Deal,GOOG,0,15.8619
Deal,AMZN,-2,17.959
AssetPrice,MSFT,15.4753
AssetPrice,ORCL,15.7952
Deal,AMZN,0,16.845
AssetPrice,MSFT,15.4395
Deal,GOOG,-2,15.7091
Deal,MSFT,0,17.9402
AssetPrice,AMZN,15.5402
AssetPrice,APPL,15.695
AssetPrice,AMZN,15.599
AssetPrice,AMZN,16.9331
AssetPrice,FORD,15.5163
AssetPrice,FORD,15.7871
Deal,FORD,-3,16.9627
AssetPrice,ORCL,16.3874
AssetPrice,BTMN,15.7142
AssetPrice,GOOG,16.1634
AssetPrice,BTMN,17.1718
AssetPrice,MSFT,16.2841
AssetPrice,MSFT,16.1447
AssetPrice,ORCL,16.9237
AssetPrice,AMZN,17.4556
AssetPrice,MSFT,15.7828
AssetPrice,GOOG,15.6753
AssetPrice,GOOG,17.052
AssetPrice,GOOG,15.0467
AssetPrice,MSFT,16.7485
AssetPrice,GOOG,15.4068
AssetPrice,MSFT,15.1123
AssetPrice,GOOG,16.6641
AssetPrice,AMZN,17.4924
AssetPrice,FORD,17.1407
AssetPrice,ORCL,15.9099
AssetPrice,FORD,17.8384
AssetPrice,GOOG,16.2282
AssetPrice,MSFT,15.4355
AssetPrice,APPL,17.6174
AssetPrice,AMZN,15.5753
AssetPrice,MSFT,16.7429
AssetPrice,AMZN,17.7529
AssetPrice,BTMN,16.8653
AssetPrice,APPL,16.8597
AssetPrice,ORCL,16.7823
AssetPrice,FORD,16.1946
AssetPrice,BTMN,15.2979
AssetPrice,AMZN,17.4994
AssetPrice,FORD,16.6519
AssetPrice,MSFT,17.3281
AssetPrice,GOOG,17.0934
AssetPrice,MSFT,15.8083
AssetPrice,BTMN,16.532
AssetPrice,MSFT,17.6028
AssetPrice,BTMN,15.9496
AssetPrice,APPL,17.6305
AssetPrice,ORCL,16.0081
AssetPrice,FORD,15.8556
AssetPrice,BTMN,15.0339
AssetPrice,MSFT,16.2028
AssetPrice,APPL,17.316
AssetPrice,GOOG,16.4072
AssetPrice,ORCL,15.3983
AssetPrice,GOOG,17.3585
AssetPrice,AMZN,15.8018
AssetPrice,ORCL,15.2468
AssetPrice,MSFT,16.3592
AssetPrice,ORCL,15.5696
AssetPrice,AMZN,15.0962
AssetPrice,GOOG,15.808
AssetPrice,AMZN,17.3422
AssetPrice,GOOG,15.3304
AssetPrice,ORCL,17.5048
AssetPrice,APPL,15.8339
AssetPrice,AMZN,16.6916
AssetPrice,MSFT,15.3795
AssetPrice,FORD,15.1122
AssetPrice,BTMN,17.8321
AssetPrice,BTMN,17.9449
AssetPrice,FORD,17.2623
Deal,ORCL,-1,16.1011
AssetPrice,BTMN,16.6194
AssetPrice,BTMN,15.0717
Deal,ORCL,-2,17.7338
AssetPrice,FORD,17.7871
AssetPrice,GOOG,16.4571
AssetPrice,APPL,15.1781
AssetPrice,BTMN,16.5002
AssetPrice,FORD,17.8669
AssetPrice,APPL,16.2749
Deal,BTMN,3,16.1756
AssetPrice,GOOG,16.8012
AssetPrice,AMZN,17.3828
AssetPrice,FORD,15.4857
AssetPrice,AMZN,15.9146
AssetPrice,GOOG,17.332
AssetPrice,ORCL,16.9009
AssetPrice,FORD,17.8899
AssetPrice,AMZN,15.2831
AssetPrice,BTMN,15.0044
AssetPrice,ORCL,16.4049
AssetPrice,FORD,17.1694
AssetPrice,BTMN,16.7706
AssetPrice,APPL,17.049
AssetPrice,AMZN,17.4045
AssetPrice,BTMN,16.4714
AssetPrice,ORCL,16.9955
AssetPrice,GOOG,15.9561
AssetPrice,APPL,16.7584
AssetPrice,APPL,17.5824
Deal,GOOG,3,15.6989
AssetPrice,ORCL,15.7573
AssetPrice,BTMN,17.7125
AssetPrice,APPL,17.1921
AssetPrice,MSFT,15.7027
AssetPrice,GOOG,15.1461
AssetPrice,ORCL,17.6526
AssetPrice,ORCL,17.7461
AssetPrice,ORCL,15.3317
AssetPrice,GOOG,17.9394
AssetPrice,FORD,16.0727
AssetPrice,FORD,15.3902
AssetPrice,FORD,15.8019
AssetPrice,FORD,15.3776
AssetPrice,BTMN,17.2567
AssetPrice,APPL,17.5028
AssetPrice,FORD,15.0728
AssetPrice,MSFT,16.7657
AssetPrice,GOOG,17.1767
Deal,MSFT,0,16.3182
AssetPrice,MSFT,16.6648
AssetPrice,ORCL,15.9534
AssetPrice,GOOG,15.1047
AssetPrice,GOOG,16.1395
AssetPrice,ORCL,15.9411
AssetPrice,APPL,15.1559
AssetPrice,GOOG,15.44
AssetPrice,APPL,16.6415
Deal,BTMN,-2,16.3554
AssetPrice,FORD,17.6132
AssetPrice,MSFT,15.2511
AssetPrice,MSFT,16.7626
AssetPrice,ORCL,17.1629
AssetPrice,MSFT,17.5907
AssetPrice,GOOG,15.0324
AssetPrice,FORD,16.688
AssetPrice,AMZN,16.098
Deal,APPL,-1,16.2191
AssetPrice,GOOG,15.1759
AssetPrice,BTMN,16.4213
AssetPrice,APPL,16.5149
AssetPrice,MSFT,16.6735
Deal,FORD,-4,17.6579
AssetPrice,APPL,15.4468
AssetPrice,ORCL,16.4948
AssetPrice,GOOG,15.1932
AssetPrice,GOOG,16.4399
AssetPrice,ORCL,17.9817
AssetPrice,AMZN,17.4168
AssetPrice,ORCL,16.4412
AssetPrice,ORCL,17.0853
AssetPrice,GOOG,15.3174
AssetPrice,BTMN,17.4939
AssetPrice,GOOG,17.7033
AssetPrice,BTMN,15.0901
AssetPrice,AMZN,15.7514
AssetPrice,MSFT,15.7742
AssetPrice,MSFT,17.4267
AssetPrice,GOOG,15.4286
AssetPrice,GOOG,15.6085
AssetPrice,ORCL,16.1066
Deal,BTMN,3,16.5997
AssetPrice,FORD,16.8147
AssetPrice,AMZN,17.8526
AssetPrice,APPL,17.5714
AssetPrice,GOOG,17.4697
Deal,BTMN,3,16.1768
AssetPrice,ORCL,15.7873
AssetPrice,FORD,16.8758
AssetPrice,BTMN,15.102
AssetPrice,AMZN,16.8487
Deal,ORCL,-4,15.347
AssetPrice,BTMN,15.2141
Deal,BTMN,-1,16.2783
AssetPrice,ORCL,17.9746
AssetPrice,FORD,16.4781
AssetPrice,APPL,16.0931
AssetPrice,APPL,15.235
AssetPrice,BTMN,16.6291
AssetPrice,GOOG,15.1092
AssetPrice,BTMN,15.622
AssetPrice,FORD,17.741
AssetPrice,FORD,15.1525
AssetPrice,ORCL,15.2119
AssetPrice,APPL,16.7672
AssetPrice,BTMN,16.0159
AssetPrice,GOOG,17.2
AssetPrice,FORD,16.451
AssetPrice,FORD,15.0721
AssetPrice,MSFT,17.9877
AssetPrice,BTMN,17.0069
AssetPrice,BTMN,17.925
AssetPrice,GOOG,17.3414
AssetPrice,MSFT,15.3905
AssetPrice,BTMN,16.3679
AssetPrice,BTMN,15.4955
AssetPrice,GOOG,16.7908
AssetPrice,AMZN,15.2016
Deal,ORCL,2,16.831
AssetPrice,AMZN,15.2081
AssetPrice,APPL,16.1612
AssetPrice,MSFT,15.9195
AssetPrice,ORCL,15.6072
AssetPrice,FORD,16.301
AssetPrice,AMZN,16.2973
AssetPrice,GOOG,17.1803
AssetPrice,FORD,15.6941
AssetPrice,BTMN,16.3054
AssetPrice,BTMN,16.6922
AssetPrice,BTMN,16.2154
AssetPrice,BTMN,15.7152
AssetPrice,ORCL,15.7347
AssetPrice,MSFT,17.4958
AssetPrice,FORD,16.6478
AssetPrice,AMZN,16.9729
AssetPrice,FORD,17.8637
AssetPrice,BTMN,15.4883
AssetPrice,MSFT,15.129
AssetPrice,BTMN,16.2177
AssetPrice,BTMN,16.0976
AssetPrice,BTMN,16.5188
AssetPrice,ORCL,15.3157
AssetPrice,ORCL,15.631
AssetPrice,GOOG,15.4312
AssetPrice,BTMN,17.9087
AssetPrice,MSFT,16.6857
AssetPrice,FORD,15.5238
AssetPrice,AMZN,17.4975
AssetPrice,MSFT,16.3195
AssetPrice,ORCL,15.6947
AssetPrice,MSFT,15.2494
AssetPrice,FORD,15.7066
AssetPrice,GOOG,15.5861
AssetPrice,AMZN,17.7721
AssetPrice,MSFT,17.8316
AssetPrice,GOOG,16.9738
AssetPrice,MSFT,15.0146
AssetPrice,APPL,16.6566
AssetPrice,GOOG,15.8071
AssetPrice,ORCL,16.5383
AssetPrice,GOOG,15.6447
AssetPrice,BTMN,17.5725
AssetPrice,AMZN,16.7834
AssetPrice,ORCL,17.3711
AssetPrice,FORD,15.9774
AssetPrice,APPL,15.7451
AssetPrice,GOOG,17.2109
AssetPrice,FORD,17.6732
AssetPrice,GOOG,16.6675
AssetPrice,FORD,15.7558
AssetPrice,AMZN,15.8707
AssetPrice,GOOG,15.9633
AssetPrice,BTMN,17.6803
AssetPrice,GOOG,15.2378
Deal,GOOG,2,17.576
AssetPrice,FORD,17.2558
AssetPrice,GOOG,15.4142
AssetPrice,AMZN,17.4113
Deal,FORD,-3,16.5898
AssetPrice,FORD,17.8278
AssetPrice,FORD,16.2874
AssetPrice,MSFT,16.9578
AssetPrice,ORCL,15.256
AssetPrice,AMZN,15.0772
AssetPrice,APPL,17.2894
AssetPrice,AMZN,17.7358
AssetPrice,GOOG,16.3468
Deal,BTMN,-2,16.9694
AssetPrice,GOOG,17.9978
AssetPrice,MSFT,17.8348
AssetPrice,AMZN,17.6235
AssetPrice,BTMN,16.5744
AssetPrice,BTMN,17.5597
AssetPrice,BTMN,17.47
AssetPrice,FORD,16.1133
AssetPrice,ORCL,17.1941
AssetPrice,APPL,16.1378
AssetPrice,APPL,15.2169
AssetPrice,GOOG,17.6001
AssetPrice,ORCL,16.5787
AssetPrice,APPL,16.3219
AssetPrice,MSFT,15.085
Deal,BTMN,-3,16.831
AssetPrice,GOOG,17.7335
AssetPrice,APPL,17.0042
AssetPrice,MSFT,15.9322
AssetPrice,MSFT,15.9367
Deal,ORCL,-1,16.8154
AssetPrice,MSFT,16.2207
AssetPrice,MSFT,17.7186
AssetPrice,GOOG,16.5676
AssetPrice,APPL,17.6188
AssetPrice,BTMN,15.4566
Deal,ORCL,-3,16.1001
AssetPrice,GOOG,17.2441
AssetPrice,FORD,17.1524
AssetPrice,FORD,17.9166
AssetPrice,ORCL,16.8622
AssetPrice,BTMN,17.4219
AssetPrice,AMZN,17.8045
AssetPrice,MSFT,16.2605
AssetPrice,GOOG,17.693
Deal,APPL,3,17.7727
AssetPrice,APPL,16.5993
AssetPrice,BTMN,16.3032
AssetPrice,BTMN,15.7971
AssetPrice,MSFT,15.1788
AssetPrice,APPL,15.0425
AssetPrice,MSFT,17.1799
AssetPrice,FORD,15.8478
AssetPrice,APPL,17.9433
AssetPrice,BTMN,15.0567
Deal,BTMN,-3,15.4756
AssetPrice,APPL,15.781
Deal,AMZN,2,16.7148
Deal,APPL,-1,17.5066
AssetPrice,GOOG,16.8202
AssetPrice,GOOG,16.9272
AssetPrice,ORCL,17.6271
AssetPrice,BTMN,15.8147
AssetPrice,APPL,17.4477
AssetPrice,AMZN,17.9847
AssetPrice,GOOG,16.1535
AssetPrice,APPL,16.1659
AssetPrice,ORCL,17.2209
AssetPrice,FORD,15.3316
AssetPrice,FORD,15.1761
AssetPrice,BTMN,16.8025
AssetPrice,FORD,17.6202
AssetPrice,APPL,17.1784
Deal,AMZN,-1,16.7702
AssetPrice,GOOG,16.909
AssetPrice,BTMN,15.1983
AssetPrice,ORCL,16.0603
AssetPrice,BTMN,16.2032
Deal,ORCL,-2,17.5869
AssetPrice,BTMN,15.9983
AssetPrice,MSFT,17.1685
AssetPrice,GOOG,17.6481
AssetPrice,BTMN,16.4184
AssetPrice,ORCL,15.4384
AssetPrice,AMZN,16.0231
AssetPrice,MSFT,16.1127
AssetPrice,BTMN,15.1217
AssetPrice,APPL,17.1596
AssetPrice,FORD,16.9838
AssetPrice,APPL,16.0828
Deal,AMZN,-1,17.7941
AssetPrice,MSFT,17.3397
Deal,ORCL,-2,16.1021
AssetPrice,GOOG,16.3804
AssetPrice,AMZN,15.2466
AssetPrice,AMZN,15.9715
Deal,BTMN,-1,15.8122
Deal,AMZN,-2,16.7377
AssetPrice,MSFT,16.9275
AssetPrice,AMZN,17.6058
Deal,BTMN,-3,15.9628
AssetPrice,GOOG,17.584
AssetPrice,GOOG,17.9362
AssetPrice,BTMN,17.0595
Deal,FORD,-4,15.6873
AssetPrice,GOOG,17.5496
AssetPrice,FORD,16.6261
AssetPrice,FORD,16.5884
AssetPrice,ORCL,15.6158
AssetPrice,FORD,16.1831
AssetPrice,APPL,15.2989
AssetPrice,AMZN,16.0247
AssetPrice,BTMN,15.9248
Deal,FORD,0,17.384
AssetPrice,GOOG,17.4869
AssetPrice,MSFT,16.3798
AssetPrice,GOOG,17.7285
AssetPrice,GOOG,17.05
AssetPrice,MSFT,17.3263
AssetPrice,FORD,17.4114
Deal,MSFT,0,17.309
AssetPrice,FORD,15.4397
AssetPrice,ORCL,15.5205
AssetPrice,ORCL,16.6559
AssetPrice,BTMN,15.6864
AssetPrice,BTMN,16.7494
AssetPrice,BTMN,15.3919
AssetPrice,FORD,17.4252
Deal,MSFT,0,15.0294
AssetPrice,AMZN,17.405
AssetPrice,AMZN,15.5254
AssetPrice,MSFT,17.2689
AssetPrice,AMZN,15.4047
Deal,ORCL,0,17.569
AssetPrice,ORCL,15.5001
AssetPrice,GOOG,17.4006
AssetPrice,BTMN,16.3672
Deal,APPL,0,15.3622
AssetPrice,GOOG,15.2119
AssetPrice,AMZN,15.59
AssetPrice,GOOG,15.8896
AssetPrice,BTMN,15.2998
AssetPrice,GOOG,15.2854
AssetPrice,AMZN,17.0189
AssetPrice,APPL,17.1319
Deal,GOOG,-3,16.4432
AssetPrice,MSFT,17.076
AssetPrice,GOOG,16.6024
AssetPrice,GOOG,17.5505
AssetPrice,GOOG,17.7661
AssetPrice,GOOG,17.7614
AssetPrice,BTMN,17.2756
AssetPrice,AMZN,17.8476
AssetPrice,MSFT,15.2351
AssetPrice,MSFT,17.0235
AssetPrice,APPL,16.7438
AssetPrice,ORCL,16.2605
AssetPrice,ORCL,16.106
AssetPrice,MSFT,15.8197
AssetPrice,GOOG,15.1988
AssetPrice,BTMN,16.6899
AssetPrice,MSFT,17.9346
Deal,MSFT,-2,17.7441
AssetPrice,AMZN,15.4993
AssetPrice,MSFT,16.169
AssetPrice,FORD,16.8018
AssetPrice,BTMN,16.479
AssetPrice,BTMN,17.3165
AssetPrice,APPL,15.172
Deal,ORCL,-3,16.2543
AssetPrice,AMZN,15.8355
AssetPrice,BTMN,15.7442
AssetPrice,APPL,16.2624
Deal,AMZN,-2,17.4598
AssetPrice,FORD,17.8843
AssetPrice,MSFT,17.8743
AssetPrice,APPL,15.5814
Deal,GOOG,0,16.0772
AssetPrice,MSFT,16.6769
AssetPrice,APPL,15.8366
AssetPrice,MSFT,15.6759
AssetPrice,BTMN,16.3411
AssetPrice,APPL,17.0555
AssetPrice,FORD,16.8037
Deal,ORCL,2,16.1665
AssetPrice,ORCL,15.8623
AssetPrice,FORD,17.0538
AssetPrice,MSFT,17.4605
AssetPrice,MSFT,16.7553
AssetPrice,GOOG,16.6416
AssetPrice,AMZN,15.3869
AssetPrice,APPL,17.4393
AssetPrice,APPL,16.0732
AssetPrice,BTMN,15.7999
AssetPrice,FORD,15.5315
AssetPrice,AMZN,16.2183
AssetPrice,AMZN,16.868
AssetPrice,AMZN,16.5222
AssetPrice,FORD,15.8958
AssetPrice,APPL,15.9869
AssetPrice,ORCL,15.0312
AssetPrice,FORD,15.7167
AssetPrice,ORCL,17.5792
AssetPrice,FORD,16.9737
AssetPrice,MSFT,15.9651
AssetPrice,FORD,17.8892
AssetPrice,BTMN,15.2218
AssetPrice,MSFT,15.7412
AssetPrice,GOOG,16.7904
AssetPrice,AMZN,16.7313
AssetPrice,GOOG,17.444
AssetPrice,ORCL,16.9443
AssetPrice,BTMN,15.8924
AssetPrice,GOOG,17.9247
AssetPrice,BTMN,17.3758
AssetPrice,AMZN,15.0537
AssetPrice,APPL,15.3079
AssetPrice,FORD,17.6593
AssetPrice,BTMN,16.7754
AssetPrice,ORCL,16.5447
AssetPrice,GOOG,17.4521
AssetPrice,GOOG,16.3668
Deal,AMZN,0,15.2388
AssetPrice,APPL,17.0501
AssetPrice,GOOG,17.6843
AssetPrice,AMZN,15.1686
AssetPrice,FORD,16.9984
AssetPrice,ORCL,15.9788
AssetPrice,MSFT,15.2146
Deal,APPL,4,17.5394
AssetPrice,MSFT,17.8113
AssetPrice,MSFT,16.0985
AssetPrice,APPL,16.8499
AssetPrice,GOOG,16.6846
AssetPrice,BTMN,15.4384
AssetPrice,GOOG,15.5833
AssetPrice,FORD,17.0796
AssetPrice,FORD,15.1333
AssetPrice,FORD,15.212
AssetPrice,MSFT,15.0268
AssetPrice,GOOG,16.0017
AssetPrice,BTMN,15.0457
AssetPrice,AMZN,17.1948
AssetPrice,ORCL,16.9194
AssetPrice,MSFT,16.588
Deal,AMZN,0,16.7359
AssetPrice,MSFT,16.427
AssetPrice,FORD,16.0908
AssetPrice,FORD,17.7898
AssetPrice,ORCL,17.9085
AssetPrice,ORCL,17.765
AssetPrice,MSFT,15.6169
AssetPrice,BTMN,16.983
AssetPrice,MSFT,15.1116
AssetPrice,ORCL,15.8086
AssetPrice,ORCL,15.6919
AssetPrice,ORCL,17.2536
AssetPrice,APPL,17.9029
AssetPrice,FORD,16.4187
AssetPrice,BTMN,15.9657
AssetPrice,MSFT,17.0221
AssetPrice,MSFT,17.2321
AssetPrice,ORCL,17.3246
AssetPrice,ORCL,17.8447
AssetPrice,FORD,16.5088
AssetPrice,MSFT,17.5374
AssetPrice,MSFT,15.3216
AssetPrice,GOOG,16.2593
AssetPrice,GOOG,15.5382
Deal,AMZN,-2,17.0568
AssetPrice,BTMN,17.5573
AssetPrice,GOOG,15.3948
Deal,GOOG,0,16.1837
AssetPrice,APPL,15.8546
AssetPrice,AMZN,16.4095
AssetPrice,AMZN,15.8877
AssetPrice,ORCL,16.7515
AssetPrice,BTMN,17.0627
AssetPrice,ORCL,16.4523
AssetPrice,AMZN,16.9869
AssetPrice,FORD,16.6055
AssetPrice,ORCL,16.8364
AssetPrice,APPL,16.0127
AssetPrice,AMZN,17.1796
AssetPrice,AMZN,15.3307
AssetPrice,ORCL,17.5253
AssetPrice,AMZN,16.8176
AssetPrice,APPL,17.782
AssetPrice,APPL,16.7373
AssetPrice,APPL,17.5591
AssetPrice,APPL,15.2295
Deal,AMZN,-2,15.9954
AssetPrice,BTMN,15.2046
AssetPrice,MSFT,15.5482
AssetPrice,GOOG,15.5728
AssetPrice,GOOG,15.9259
AssetPrice,GOOG,16.8643
AssetPrice,APPL,15.0988
AssetPrice,AMZN,16.0503
AssetPrice,BTMN,17.0703
AssetPrice,MSFT,16.1239
AssetPrice,GOOG,16.8436
AssetPrice,APPL,16.748
AssetPrice,AMZN,17.7662
AssetPrice,MSFT,16.0302
AssetPrice,AMZN,17.1866
AssetPrice,APPL,15.232
Deal,FORD,0,17.1067
AssetPrice,BTMN,15.9723
AssetPrice,APPL,15.2629
AssetPrice,MSFT,15.2328
AssetPrice,GOOG,16.8206
AssetPrice,MSFT,16.2242
AssetPrice,FORD,17.614
AssetPrice,GOOG,16.9217
AssetPrice,GOOG,15.617
AssetPrice,APPL,16.8283
AssetPrice,MSFT,15.0767
AssetPrice,BTMN,17.2753
AssetPrice,MSFT,15.4946
AssetPrice,FORD,15.3172
AssetPrice,AMZN,17.3881
AssetPrice,FORD,16.0308
AssetPrice,FORD,17.5165
AssetPrice,GOOG,16.7767
AssetPrice,FORD,15.0049
AssetPrice,BTMN,16.7311
AssetPrice,GOOG,17.5491
AssetPrice,MSFT,15.7481
AssetPrice,APPL,16.637
AssetPrice,APPL,15.3591
AssetPrice,MSFT,15.4663
AssetPrice,ORCL,17.47
AssetPrice,ORCL,16.9972
AssetPrice,MSFT,17.0626
AssetPrice,AMZN,15.3184
AssetPrice,MSFT,15.9608
AssetPrice,AMZN,16.2646
AssetPrice,APPL,16.4687
AssetPrice,APPL,17.9657
AssetPrice,GOOG,17.4401
Deal,AMZN,-3,17.7634
AssetPrice,FORD,15.0878
AssetPrice,MSFT,16.6775
AssetPrice,GOOG,17.5906
AssetPrice,ORCL,17.3565
AssetPrice,AMZN,17.308
AssetPrice,APPL,15.1952
AssetPrice,ORCL,15.1596
Deal,GOOG,0,16.0537
AssetPrice,MSFT,15.479
AssetPrice,GOOG,15.7607
AssetPrice,ORCL,15.4004
AssetPrice,ORCL,15.3351
AssetPrice,MSFT,16.5859
AssetPrice,BTMN,17.6094
AssetPrice,GOOG,15.8535
AssetPrice,FORD,17.6888
AssetPrice,ORCL,16.0127
AssetPrice,GOOG,15.4285
AssetPrice,BTMN,17.9677
AssetPrice,BTMN,15.8644
AssetPrice,AMZN,15.8958
AssetPrice,BTMN,17.2794
Deal,BTMN,2,15.0607
AssetPrice,GOOG,17.3401
AssetPrice,MSFT,17.5676
AssetPrice,MSFT,17.4859
AssetPrice,ORCL,15.1206
AssetPrice,AMZN,15.5059
AssetPrice,AMZN,16.5894
AssetPrice,MSFT,15.9861
Deal,AMZN,-2,15.9455
AssetPrice,APPL,17.0604
AssetPrice,MSFT,16.8745
AssetPrice,FORD,16.6501
AssetPrice,BTMN,15.1248
AssetPrice,APPL,16.1236
AssetPrice,ORCL,17.4009
Deal,ORCL,0,15.0623
AssetPrice,AMZN,17.359
AssetPrice,MSFT,15.5637
AssetPrice,FORD,15.0145
AssetPrice,FORD,16.2681
AssetPrice,MSFT,16.62
